"src_nl","tgt_sql"
"List all students","SELECT * FROM student;"
"Show first name, last name, and email of all students","SELECT first_name, last_name, email FROM student;"
"Get students admitted in 2023","SELECT * FROM student WHERE admission_year = 2023;"
"List students along with their department names","SELECT s.*, d.department_name FROM student s JOIN department d ON s.department_id = d.department_id;"
"Find students whose last name is 'Shetty'","SELECT * FROM student WHERE last_name = 'Shetty';"
"Get students who are enrolled in the Computer Science department","SELECT s.* FROM student s JOIN department d ON s.department_id = d.department_id WHERE d.department_name = 'Computer Science';"
"Show students born before 2000","SELECT * FROM student WHERE dob < '2000-01-01';"
"List students along with total courses they are enrolled in","SELECT s.first_name, s.last_name, COUNT(e.course_id) AS total_courses FROM student s JOIN enrollment e ON s.student_id = e.student_id GROUP BY s.student_id, s.first_name, s.last_name;"
"Find students with email ending in '.edu'","SELECT * FROM student WHERE email LIKE '%.edu';"
"Show students and their HOD names","SELECT s.first_name, s.last_name, d.hod_name FROM student s JOIN department d ON s.department_id = d.department_id;"
"Get students with phone numbers starting with '987'","SELECT * FROM student WHERE phone LIKE '987%';"
"List students along with their total marks in all subjects","SELECT s.first_name, s.last_name, SUM(m.total_marks) AS total_marks FROM student s JOIN marks m ON s.student_id = m.student_id GROUP BY s.student_id, s.first_name, s.last_name;"
"Find students with total marks greater than 90 in any subject","SELECT DISTINCT s.* FROM student s JOIN marks m ON s.student_id = m.student_id WHERE m.total_marks > 90;"
"Show students and their average attendance percentage","SELECT s.first_name, s.last_name, AVG(a.attendance_percentage) AS avg_attendance FROM student s JOIN attendance a ON s.student_id = a.student_id GROUP BY s.student_id, s.first_name, s.last_name;"
"List students who are currently active in enrollment","SELECT DISTINCT s.* FROM student s JOIN enrollment e ON s.student_id = e.student_id WHERE e.is_active = TRUE;"
"Find students along with the courses they are enrolled in","SELECT s.first_name, s.last_name, c.course_name FROM student s JOIN enrollment e ON s.student_id = e.student_id JOIN course c ON e.course_id = c.course_id;"
"Show students who have scored grade 'A' in any subject","SELECT DISTINCT s.* FROM student s JOIN marks m ON s.student_id = m.student_id WHERE m.grade = 'A';"
"Get students grouped by gender","SELECT gender, COUNT(student_id) AS total_students FROM student GROUP BY gender;"
"List students with their department and total courses taken","SELECT s.first_name, s.last_name, d.department_name, COUNT(e.course_id) AS total_courses FROM student s JOIN department d ON s.department_id = d.department_id LEFT JOIN enrollment e ON s.student_id = e.student_id GROUP BY s.student_id, s.first_name, s.last_name, d.department_name;"
"Find students who have attended less than 75% of classes in any subject","SELECT DISTINCT s.* FROM student s JOIN attendance a ON s.student_id = a.student_id WHERE a.attendance_percentage < 75;"
"Show students along with their course names and semester","SELECT s.first_name, s.last_name, c.course_name, e.semester FROM student s JOIN enrollment e ON s.student_id = e.student_id JOIN course c ON e.course_id = c.course_id;"
"Get students with total marks between 50 and 80","SELECT s.* FROM student s JOIN marks m ON s.student_id = m.student_id WHERE m.total_marks BETWEEN 50 AND 80;"
"List students and the faculty teaching their subjects","SELECT DISTINCT s.first_name, s.last_name, f.first_name AS faculty_first, f.last_name AS faculty_last FROM student s JOIN marks m ON s.student_id = m.student_id JOIN subject sub ON m.subject_id = sub.subject_id JOIN faculty f ON sub.faculty_id = f.faculty_id;"
"Find students who have not enrolled in any course","SELECT * FROM student s WHERE NOT EXISTS (SELECT 1 FROM enrollment e WHERE s.student_id = e.student_id);"
"Show students with more than 3 enrollments","SELECT s.first_name, s.last_name, COUNT(e.course_id) AS course_count FROM student s JOIN enrollment e ON s.student_id = e.student_id GROUP BY s.student_id, s.first_name, s.last_name HAVING COUNT(e.course_id) > 3;"
"List students along with the department HOD and contact email","SELECT s.first_name, s.last_name, d.hod_name, d.contact_email FROM student s JOIN department d ON s.department_id = d.department_id;"
"Get students who scored less than 40 in any subject","SELECT DISTINCT s.* FROM student s JOIN marks m ON s.student_id = m.student_id WHERE m.total_marks < 40;"
"Show students and their average marks per semester","SELECT s.first_name, s.last_name, m.semester, AVG(m.total_marks) AS avg_marks FROM student s JOIN marks m ON s.student_id = m.student_id GROUP BY s.student_id, s.first_name, s.last_name, m.semester;"
"List students along with total classes attended and total classes conducted","SELECT s.first_name, s.last_name, SUM(a.attended_classes) AS total_attended, SUM(a.total_classes) AS total_classes FROM student s JOIN attendance a ON s.student_id = a.student_id GROUP BY s.student_id, s.first_name, s.last_name;"
"Find students who have attended all classes","SELECT s.* FROM student s JOIN attendance a ON s.student_id = a.student_id WHERE a.attended_classes = a.total_classes;"
"Show students enrolled in courses of more than 3 credits","SELECT DISTINCT s.* FROM student s JOIN enrollment e ON s.student_id = e.student_id JOIN course c ON e.course_id = c.course_id WHERE c.credits > 3;"
"Get students with faculty qualification 'PhD' teaching them any subject","SELECT DISTINCT s.first_name, s.last_name FROM student s JOIN marks m ON s.student_id = m.student_id JOIN subject sub ON m.subject_id = sub.subject_id JOIN faculty f ON sub.faculty_id = f.faculty_id WHERE f.qualification LIKE '%PhD%';"
"List students and their department names for departments established after 2010","SELECT s.first_name, s.last_name, d.department_name FROM student s JOIN department d ON s.department_id = d.department_id WHERE d.established_date > '2010-01-01';"
"Find students whose email contains 'gmail.com'","SELECT * FROM student WHERE email LIKE '%gmail.com%';"
"Show students and number of subjects they have marks in","SELECT s.first_name, s.last_name, COUNT(m.subject_id) AS subjects_count FROM student s JOIN marks m ON s.student_id = m.student_id GROUP BY s.student_id, s.first_name, s.last_name;"
"List students who have not attended any class","SELECT * FROM student s WHERE NOT EXISTS (SELECT 1 FROM attendance a WHERE s.student_id = a.student_id);"
"Get students along with their department name and number of courses enrolled","SELECT s.first_name, s.last_name, d.department_name, COUNT(e.course_id) AS total_courses FROM student s JOIN department d ON s.department_id = d.department_id LEFT JOIN enrollment e ON s.student_id = e.student_id GROUP BY s.student_id, s.first_name, s.last_name, d.department_name;"
"Find students who scored above 95 in any subject and have attendance above 90%","SELECT DISTINCT s.* FROM student s JOIN marks m ON s.student_id = m.student_id JOIN attendance a ON s.student_id = a.student_id WHERE m.total_marks > 95 AND a.attendance_percentage > 90;"
"Show students and their course codes","SELECT s.first_name, s.last_name, c.course_code FROM student s JOIN enrollment e ON s.student_id = e.student_id JOIN course c ON e.course_id = c.course_id;"
"Get students along with total external marks and internal marks separately","SELECT s.first_name, s.last_name, SUM(m.internal_marks) AS total_internal, SUM(m.external_marks) AS total_external FROM student s JOIN marks m ON s.student_id = m.student_id GROUP BY s.student_id, s.first_name, s.last_name;"
"List students along with the total number of subjects they are enrolled in","SELECT s.first_name, s.last_name, COUNT(sub.subject_id) AS total_subjects FROM student s JOIN marks m ON s.student_id = m.student_id JOIN subject sub ON m.subject_id = sub.subject_id GROUP BY s.student_id, s.first_name, s.last_name;"
"Show students with average marks above 85","SELECT s.first_name, s.last_name, AVG(m.total_marks) AS avg_marks FROM student s JOIN marks m ON s.student_id = m.student_id GROUP BY s.student_id, s.first_name, s.last_name HAVING AVG(m.total_marks) > 85;"
"Find students whose department HOD is 'Dr. Raghav'","SELECT s.first_name, s.last_name FROM student s JOIN department d ON s.department_id = d.department_id WHERE d.hod_name = 'Dr. Raghav';"
"Get students enrolled in both 'Mathematics' and 'Physics' courses","SELECT s.first_name, s.last_name FROM student s JOIN enrollment e1 ON s.student_id = e1.student_id JOIN course c1 ON e1.course_id = c1.course_id JOIN enrollment e2 ON s.student_id = e2.student_id JOIN course c2 ON e2.course_id = c2.course_id WHERE c1.course_name = 'Mathematics' AND c2.course_name = 'Physics';"
"List students along with the maximum marks scored in any subject","SELECT s.first_name, s.last_name, MAX(m.total_marks) AS max_marks FROM student s JOIN marks m ON s.student_id = m.student_id GROUP BY s.student_id, s.first_name, s.last_name;"
"Show students who have failed (marks < 35) in any subject","SELECT DISTINCT s.* FROM student s JOIN marks m ON s.student_id = m.student_id WHERE m.total_marks < 35;"
"Find students who have never received grade 'F'","SELECT s.* FROM student s WHERE NOT EXISTS (SELECT 1 FROM marks m WHERE s.student_id = m.student_id AND m.grade = 'F');"
"Get students along with the department they belong to and total faculty in that department","SELECT s.first_name, s.last_name, d.department_name, COUNT(f.faculty_id) AS total_faculty FROM student s JOIN department d ON s.department_id = d.department_id JOIN faculty f ON d.department_id = f.department_id GROUP BY s.student_id, s.first_name, s.last_name, d.department_name;"
"List students who have attended all classes for subject 'Biology'","SELECT DISTINCT s.* FROM student s JOIN attendance a ON s.student_id = a.student_id JOIN subject sub ON a.subject_id = sub.subject_id WHERE sub.subject_name = 'Biology' AND a.attended_classes = a.total_classes;"
"Show students with total internal marks greater than 50","SELECT s.* FROM student s JOIN marks m ON s.student_id = m.student_id GROUP BY s.student_id HAVING SUM(m.internal_marks) > 50;"
"Find students with phone numbers containing '1234'","SELECT * FROM student WHERE phone LIKE '%1234%';"
"Get students enrolled in courses from multiple departments","SELECT s.first_name, s.last_name FROM student s JOIN enrollment e ON s.student_id = e.student_id JOIN course c ON e.course_id = c.course_id GROUP BY s.student_id, s.first_name, s.last_name HAVING COUNT(DISTINCT c.department_id) > 1;"
"List students along with the earliest exam date they appeared for","SELECT s.first_name, s.last_name, MIN(m.exam_date) AS first_exam FROM student s JOIN marks m ON s.student_id = m.student_id GROUP BY s.student_id, s.first_name, s.last_name;"
"Show students who have more than 2 subjects in semester 3","SELECT s.first_name, s.last_name FROM student s JOIN marks m ON s.student_id = m.student_id JOIN subject sub ON m.subject_id = sub.subject_id WHERE sub.semester = 3 GROUP BY s.student_id, s.first_name, s.last_name HAVING COUNT(sub.subject_id) > 2;"
"Find students with average attendance below 60%","SELECT s.first_name, s.last_name, AVG(a.attendance_percentage) AS avg_attendance FROM student s JOIN attendance a ON s.student_id = a.student_id GROUP BY s.student_id, s.first_name, s.last_name HAVING AVG(a.attendance_percentage) < 60;"
"Get students who are enrolled in courses with credits more than 4","SELECT DISTINCT s.* FROM student s JOIN enrollment e ON s.student_id = e.student_id JOIN course c ON e.course_id = c.course_id WHERE c.credits > 4;"
"List students along with the names of faculties teaching their subjects","SELECT DISTINCT s.first_name, s.last_name, f.first_name AS faculty_first, f.last_name AS faculty_last FROM student s JOIN marks m ON s.student_id = m.student_id JOIN subject sub ON m.subject_id = sub.subject_id JOIN faculty f ON sub.faculty_id = f.faculty_id;"
"Show students who are active in enrollment and have internal marks above 40","SELECT DISTINCT s.* FROM student s JOIN enrollment e ON s.student_id = e.student_id JOIN marks m ON s.student_id = m.student_id WHERE e.is_active = TRUE AND m.internal_marks > 40;"
"Find students who belong to departments established before 2005","SELECT s.first_name, s.last_name FROM student s JOIN department d ON s.department_id = d.department_id WHERE d.established_date < '2005-01-01';"
"Get students along with the total courses, subjects, and average marks","SELECT s.first_name, s.last_name, COUNT(DISTINCT e.course_id) AS total_courses, COUNT(DISTINCT m.subject_id) AS total_subjects, AVG(m.total_marks) AS avg_marks FROM student s LEFT JOIN enrollment e ON s.student_id = e.student_id LEFT JOIN marks m ON s.student_id = m.student_id GROUP BY s.student_id, s.first_name, s.last_name;"
"List students along with the total external marks they have scored","SELECT s.first_name, s.last_name, SUM(m.external_marks) AS total_external_marks FROM student s JOIN marks m ON s.student_id = m.student_id GROUP BY s.student_id, s.first_name, s.last_name;"
"Show students and the total number of distinct semesters they have appeared in exams","SELECT s.first_name, s.last_name, COUNT(DISTINCT m.semester) AS total_semesters FROM student s JOIN marks m ON s.student_id = m.student_id GROUP BY s.student_id, s.first_name, s.last_name;"
"Find students enrolled in the 'Data Science' course","SELECT DISTINCT s.* FROM student s JOIN enrollment e ON s.student_id = e.student_id JOIN course c ON e.course_id = c.course_id WHERE c.course_name = 'Data Science';"
"Get students whose average marks per semester are above 80","SELECT s.first_name, s.last_name, m.semester, AVG(m.total_marks) AS avg_marks FROM student s JOIN marks m ON s.student_id = m.student_id GROUP BY s.student_id, s.first_name, s.last_name, m.semester HAVING AVG(m.total_marks) > 80;"
"List students along with subjects they are weak in (marks < 50)","SELECT s.first_name, s.last_name, sub.subject_name, m.total_marks FROM student s JOIN marks m ON s.student_id = m.student_id JOIN subject sub ON m.subject_id = sub.subject_id WHERE m.total_marks < 50;"
"Show students with total attendance percentage below 70% in any subject","SELECT DISTINCT s.* FROM student s JOIN attendance a ON s.student_id = a.student_id WHERE a.attendance_percentage < 70;"
"Find students who have never received grade 'C'","SELECT s.* FROM student s WHERE NOT EXISTS (SELECT 1 FROM marks m WHERE s.student_id = m.student_id AND m.grade = 'C');"
"Get students along with their department and the total courses offered in that department","SELECT s.first_name, s.last_name, d.department_name, COUNT(c.course_id) AS total_department_courses FROM student s JOIN department d ON s.department_id = d.department_id JOIN course c ON d.department_id = c.department_id GROUP BY s.student_id, s.first_name, s.last_name, d.department_name;"
"List students who have scored highest marks in any subject","SELECT s.first_name, s.last_name, m.subject_id, m.total_marks FROM student s JOIN marks m ON s.student_id = m.student_id WHERE m.total_marks = (SELECT MAX(total_marks) FROM marks WHERE subject_id = m.subject_id);"
"Show students enrolled in courses across multiple semesters","SELECT s.first_name, s.last_name FROM student s JOIN enrollment e ON s.student_id = e.student_id GROUP BY s.student_id, s.first_name, s.last_name HAVING COUNT(DISTINCT e.semester) > 1;"
"Find students with total internal marks greater than total external marks","SELECT s.first_name, s.last_name, SUM(m.internal_marks) AS total_internal, SUM(m.external_marks) AS total_external FROM student s JOIN marks m ON s.student_id = m.student_id GROUP BY s.student_id, s.first_name, s.last_name HAVING SUM(m.internal_marks) > SUM(m.external_marks);"
"Get students who are not enrolled in the current semester","SELECT s.* FROM student s WHERE NOT EXISTS (SELECT 1 FROM enrollment e WHERE s.student_id = e.student_id AND e.semester = EXTRACT(SEMESTER FROM CURRENT_DATE));"
"List students along with courses taught by faculty with salary above 100000","SELECT DISTINCT s.first_name, s.last_name, c.course_name FROM student s JOIN enrollment e ON s.student_id = e.student_id JOIN course c ON e.course_id = c.course_id JOIN faculty f ON c.department_id = f.department_id WHERE f.salary > 100000;"
"Show students who belong to departments established after 2015","SELECT s.first_name, s.last_name FROM student s JOIN department d ON s.department_id = d.department_id WHERE d.established_date > '2015-01-01';"
"Find students whose HOD name contains 'Kumar'","SELECT s.first_name, s.last_name FROM student s JOIN department d ON s.department_id = d.department_id WHERE d.hod_name LIKE '%Kumar%';"
"Get students along with the number of subjects with grade 'A'","SELECT s.first_name, s.last_name, COUNT(m.subject_id) AS grade_a_subjects FROM student s JOIN marks m ON s.student_id = m.student_id WHERE m.grade = 'A' GROUP BY s.student_id, s.first_name, s.last_name;"
"List students who have attended all classes in semester 2 subjects","SELECT DISTINCT s.* FROM student s JOIN attendance a ON s.student_id = a.student_id JOIN subject sub ON a.subject_id = sub.subject_id WHERE sub.semester = 2 AND a.attended_classes = a.total_classes;"
"Show students with emails not in 'gmail.com' domain","SELECT * FROM student WHERE email NOT LIKE '%gmail.com';"
"Find students who are enrolled in courses worth more than 10 credits in total","SELECT s.first_name, s.last_name, SUM(c.credits) AS total_credits FROM student s JOIN enrollment e ON s.student_id = e.student_id JOIN course c ON e.course_id = c.course_id GROUP BY s.student_id, s.first_name, s.last_name HAVING SUM(c.credits) > 10;"
"Get students along with average marks in each subject","SELECT s.first_name, s.last_name, sub.subject_name, AVG(m.total_marks) AS avg_marks FROM student s JOIN marks m ON s.student_id = m.student_id JOIN subject sub ON m.subject_id = sub.subject_id GROUP BY s.student_id, s.first_name, s.last_name, sub.subject_name;"
"List students along with their faculty names teaching any of their subjects","SELECT DISTINCT s.first_name, s.last_name, f.first_name AS faculty_first, f.last_name AS faculty_last FROM student s JOIN marks m ON s.student_id = m.student_id JOIN subject sub ON m.subject_id = sub.subject_id JOIN faculty f ON sub.faculty_id = f.faculty_id;"
"Show students who have internal marks between 30 and 60","SELECT DISTINCT s.* FROM student s JOIN marks m ON s.student_id = m.student_id WHERE m.internal_marks BETWEEN 30 AND 60;"
"Find students with average total marks below 50","SELECT s.first_name, s.last_name, AVG(m.total_marks) AS avg_total FROM student s JOIN marks m ON s.student_id = m.student_id GROUP BY s.student_id, s.first_name, s.last_name HAVING AVG(m.total_marks) < 50;"
"Get students along with the list of subjects they scored grade 'B' in","SELECT s.first_name, s.last_name, STRING_AGG(sub.subject_name, ', ') AS subjects_with_B FROM student s JOIN marks m ON s.student_id = m.student_id JOIN subject sub ON m.subject_id = sub.subject_id WHERE m.grade = 'B' GROUP BY s.student_id, s.first_name, s.last_name;"
"List students who have never scored above 90 in any subject","SELECT s.* FROM student s WHERE NOT EXISTS (SELECT 1 FROM marks m WHERE s.student_id = m.student_id AND m.total_marks > 90);"
"Show students with total attendance percentage above 95%","SELECT s.first_name, s.last_name, AVG(a.attendance_percentage) AS avg_attendance FROM student s JOIN attendance a ON s.student_id = a.student_id GROUP BY s.student_id, s.first_name, s.last_name HAVING AVG(a.attendance_percentage) > 95;"
"Find students who have enrolled in more than 5 courses","SELECT s.first_name, s.last_name, COUNT(e.course_id) AS course_count FROM student s JOIN enrollment e ON s.student_id = e.student_id GROUP BY s.student_id, s.first_name, s.last_name HAVING COUNT(e.course_id) > 5;"
"Get students along with total marks for semester 1","SELECT s.first_name, s.last_name, SUM(m.total_marks) AS total_marks_sem1 FROM student s JOIN marks m ON s.student_id = m.student_id WHERE m.semester = 1 GROUP BY s.student_id, s.first_name, s.last_name;"
"List students who belong to departments with more than 10 faculty members","SELECT DISTINCT s.first_name, s.last_name FROM student s JOIN department d ON s.department_id = d.department_id JOIN faculty f ON d.department_id = f.department_id GROUP BY s.student_id, s.first_name, s.last_name, d.department_id HAVING COUNT(f.faculty_id) > 10;"
"Show students who have attended less than 50% of classes in any subject of semester 2","SELECT DISTINCT s.* FROM student s JOIN attendance a ON s.student_id = a.student_id JOIN subject sub ON a.subject_id = sub.subject_id WHERE sub.semester = 2 AND a.attendance_percentage < 50;"
"Find students who scored grade 'A' in all subjects of semester 1","SELECT s.first_name, s.last_name FROM student s JOIN marks m ON s.student_id = m.student_id JOIN subject sub ON m.subject_id = sub.subject_id WHERE sub.semester = 1 GROUP BY s.student_id, s.first_name, s.last_name HAVING COUNT(CASE WHEN m.grade = 'A' THEN 1 END) = COUNT(sub.subject_id);"
"Get students along with the earliest enrollment date in any course","SELECT s.first_name, s.last_name, MIN(e.enroll_date) AS first_enroll FROM student s JOIN enrollment e ON s.student_id = e.student_id GROUP BY s.student_id, s.first_name, s.last_name;"
"List students who have both internal marks above 50 and external marks above 50 in any subject","SELECT DISTINCT s.* FROM student s JOIN marks m ON s.student_id = m.student_id WHERE m.internal_marks > 50 AND m.external_marks > 50;"
"Show students enrolled in courses from at least 2 different departments","SELECT s.first_name, s.last_name FROM student s JOIN enrollment e ON s.student_id = e.student_id JOIN course c ON e.course_id = c.course_id GROUP BY s.student_id, s.first_name, s.last_name HAVING COUNT(DISTINCT c.department_id) >= 2;"
"Find students with the lowest total marks in any subject","SELECT s.first_name, s.last_name, m.subject_id, m.total_marks FROM student s JOIN marks m ON s.student_id = m.student_id WHERE m.total_marks = (SELECT MIN(total_marks) FROM marks WHERE subject_id = m.subject_id);"
"Get students who have a phone number starting with '999' and email ending with 'edu'","SELECT * FROM student WHERE phone LIKE '999%' AND email LIKE '%.edu';"
"List students along with the count of subjects they have failed (marks < 40)","SELECT s.first_name, s.last_name, COUNT(m.subject_id) AS failed_subjects FROM student s JOIN marks m ON s.student_id = m.student_id WHERE m.total_marks < 40 GROUP BY s.student_id, s.first_name, s.last_name;"
"Show students who have attended all classes in semester 3 subjects","SELECT DISTINCT s.* FROM student s JOIN attendance a ON s.student_id = a.student_id JOIN subject sub ON a.subject_id = sub.subject_id WHERE sub.semester = 3 AND a.attended_classes = a.total_classes;"
"Find students who belong to departments where the HOD name starts with 'Dr.'","SELECT s.first_name, s.last_name FROM student s JOIN department d ON s.department_id = d.department_id WHERE d.hod_name LIKE 'Dr.%';"
"Get students along with the number of courses they are enrolled in per semester","SELECT s.first_name, s.last_name, e.semester, COUNT(e.course_id) AS courses_per_semester FROM student s JOIN enrollment e ON s.student_id = e.student_id GROUP BY s.student_id, s.first_name, s.last_name, e.semester;"
"List students who have never enrolled in semester 1 courses","SELECT * FROM student s WHERE NOT EXISTS (SELECT 1 FROM enrollment e WHERE s.student_id = e.student_id AND e.semester = 1);"
"Show students along with the total number of active enrollments","SELECT s.first_name, s.last_name, COUNT(e.enrollment_id) AS active_enrollments FROM student s JOIN enrollment e ON s.student_id = e.student_id WHERE e.is_active = TRUE GROUP BY s.student_id, s.first_name, s.last_name;"
"Find students with internal marks greater than external marks in at least one subject","SELECT DISTINCT s.* FROM student s JOIN marks m ON s.student_id = m.student_id WHERE m.internal_marks > m.external_marks;"
"Get students and the number of subjects they attended more than 90% of classes","SELECT s.first_name, s.last_name, COUNT(a.subject_id) AS subjects_attended_90_plus FROM student s JOIN attendance a ON s.student_id = a.student_id WHERE a.attendance_percentage > 90 GROUP BY s.student_id, s.first_name, s.last_name;"
"List students who belong to departments with less than 5 courses","SELECT DISTINCT s.* FROM student s JOIN department d ON s.department_id = d.department_id JOIN course c ON d.department_id = c.department_id GROUP BY s.student_id, s.first_name, s.last_name, d.department_id HAVING COUNT(c.course_id) < 5;"
"Show students who scored grade 'D' in more than 2 subjects","SELECT s.first_name, s.last_name, COUNT(m.subject_id) AS grade_d_count FROM student s JOIN marks m ON s.student_id = m.student_id WHERE m.grade = 'D' GROUP BY s.student_id, s.first_name, s.last_name HAVING COUNT(m.subject_id) > 2;"
"Find students with department established before 2000","SELECT s.first_name, s.last_name FROM student s JOIN department d ON s.department_id = d.department_id WHERE d.established_date < '2000-01-01';"
"Get students who are enrolled in courses taught by faculty with designation 'Professor'","SELECT DISTINCT s.* FROM student s JOIN enrollment e ON s.student_id = e.student_id JOIN course c ON e.course_id = c.course_id JOIN faculty f ON c.department_id = f.department_id WHERE f.designation = 'Professor';"
"List students who have attended fewer classes than the average attendance for their department","SELECT s.first_name, s.last_name FROM student s JOIN attendance a ON s.student_id = a.student_id JOIN department d ON s.department_id = d.department_id GROUP BY s.student_id, s.first_name, s.last_name, d.department_id HAVING AVG(a.attendance_percentage) < (SELECT AVG(a2.attendance_percentage) FROM student s2 JOIN attendance a2 ON s2.student_id = a2.student_id WHERE s2.department_id = d.department_id);"
"Show students who scored maximum total marks in their department","SELECT s.first_name, s.last_name, m.total_marks FROM student s JOIN marks m ON s.student_id = m.student_id WHERE m.total_marks = (SELECT MAX(m2.total_marks) FROM student s2 JOIN marks m2 ON s2.student_id = m2.student_id WHERE s2.department_id = s.department_id);"
"Find students enrolled in courses with duration more than 3 years","SELECT DISTINCT s.* FROM student s JOIN enrollment e ON s.student_id = e.student_id JOIN course c ON e.course_id = c.course_id WHERE c.duration_years > 3;"
"Get students who have multiple email addresses ending with the same domain","SELECT s.first_name, s.last_name, s.email FROM student s GROUP BY s.first_name, s.last_name, s.email HAVING COUNT(s.email) > 1;"
"List students along with the total marks they obtained in semester 2","SELECT s.first_name, s.last_name, SUM(m.total_marks) AS total_sem2_marks FROM student s JOIN marks m ON s.student_id = m.student_id WHERE m.semester = 2 GROUP BY s.student_id, s.first_name, s.last_name;"
"Show students who have enrolled in both online and offline courses","SELECT DISTINCT s.* FROM student s JOIN enrollment e ON s.student_id = e.student_id JOIN course c ON e.course_id = c.course_id WHERE c.description LIKE '%online%' AND EXISTS (SELECT 1 FROM enrollment e2 JOIN course c2 ON e2.course_id = c2.course_id WHERE e2.student_id = s.student_id AND c2.description LIKE '%offline%');"
"Find students whose total attendance percentage across all subjects is below 60%","SELECT s.first_name, s.last_name, SUM(a.attended_classes)/SUM(a.total_classes)*100 AS overall_attendance FROM student s JOIN attendance a ON s.student_id = a.student_id GROUP BY s.student_id, s.first_name, s.last_name HAVING SUM(a.attended_classes)/SUM(a.total_classes)*100 < 60;"
"Get students who have scored grade 'A' in more than 50% of their subjects","SELECT s.first_name, s.last_name, COUNT(m.subject_id)::decimal/ (SELECT COUNT(*) FROM marks m2 WHERE m2.student_id = s.student_id) AS grade_a_ratio FROM student s JOIN marks m ON s.student_id = m.student_id WHERE m.grade = 'A' GROUP BY s.student_id, s.first_name, s.last_name HAVING COUNT(m.subject_id)::decimal / (SELECT COUNT(*) FROM marks m2 WHERE m2.student_id = s.student_id) > 0.5;"
"List students along with the earliest date they joined any course","SELECT s.first_name, s.last_name, MIN(e.enroll_date) AS first_course_date FROM student s JOIN enrollment e ON s.student_id = e.student_id GROUP BY s.student_id, s.first_name, s.last_name;"
"Show students who have attended all classes of subjects taught by faculty with salary above 120000","SELECT DISTINCT s.* FROM student s JOIN attendance a ON s.student_id = a.student_id JOIN subject sub ON a.subject_id = sub.subject_id JOIN faculty f ON sub.faculty_id = f.faculty_id WHERE a.attended_classes = a.total_classes AND f.salary > 120000;"
"Find students with total marks in all subjects greater than 500","SELECT s.first_name, s.last_name, SUM(m.total_marks) AS total_marks FROM student s JOIN marks m ON s.student_id = m.student_id GROUP BY s.student_id, s.first_name, s.last_name HAVING SUM(m.total_marks) > 500;"
"Get students who have enrollment records in the current academic year but no marks recorded yet","SELECT DISTINCT s.* FROM student s JOIN enrollment e ON s.student_id = e.student_id WHERE e.academic_year = EXTRACT(YEAR FROM CURRENT_DATE) AND NOT EXISTS (SELECT 1 FROM marks m WHERE m.student_id = s.student_id);"
"List students along with the total number of courses in their department","SELECT s.first_name, s.last_name, COUNT(c.course_id) AS total_department_courses FROM student s JOIN department d ON s.department_id = d.department_id JOIN course c ON d.department_id = c.department_id GROUP BY s.student_id, s.first_name, s.last_name;"
"Show students who have scored below 40 in internal marks for any subject","SELECT DISTINCT s.* FROM student s JOIN marks m ON s.student_id = m.student_id WHERE m.internal_marks < 40;"
"Find students whose total attendance percentage is higher than 90%","SELECT s.first_name, s.last_name, SUM(a.attended_classes)/SUM(a.total_classes)*100 AS total_attendance FROM student s JOIN attendance a ON s.student_id = a.student_id GROUP BY s.student_id, s.first_name, s.last_name HAVING SUM(a.attended_classes)/SUM(a.total_classes)*100 > 90;"
"Get students who have enrolled in courses from the 'Engineering' department","SELECT DISTINCT s.* FROM student s JOIN enrollment e ON s.student_id = e.student_id JOIN course c ON e.course_id = c.course_id JOIN department d ON c.department_id = d.department_id WHERE d.department_name = 'Engineering';"
"List students along with the total marks obtained in 'Mathematics'","SELECT s.first_name, s.last_name, SUM(m.total_marks) AS total_math_marks FROM student s JOIN marks m ON s.student_id = m.student_id JOIN subject sub ON m.subject_id = sub.subject_id WHERE sub.subject_name = 'Mathematics' GROUP BY s.student_id, s.first_name, s.last_name;"
"Show students who have not attended any classes in semester 1","SELECT * FROM student s WHERE NOT EXISTS (SELECT 1 FROM attendance a JOIN subject sub ON a.subject_id = sub.subject_id WHERE s.student_id = a.student_id AND sub.semester = 1);"
"Find students with more than 3 subjects in semester 2","SELECT s.first_name, s.last_name, COUNT(sub.subject_id) AS subject_count FROM student s JOIN marks m ON s.student_id = m.student_id JOIN subject sub ON m.subject_id = sub.subject_id WHERE sub.semester = 2 GROUP BY s.student_id, s.first_name, s.last_name HAVING COUNT(sub.subject_id) > 3;"
"Get students along with the HOD name of their department","SELECT s.first_name, s.last_name, d.hod_name FROM student s JOIN department d ON s.department_id = d.department_id;"
"List students who have enrollment records in the last 6 months","SELECT DISTINCT s.* FROM student s JOIN enrollment e ON s.student_id = e.student_id WHERE e.enroll_date >= CURRENT_DATE - INTERVAL '6 months';"
"Show students with external marks greater than 70 in all subjects","SELECT s.first_name, s.last_name FROM student s JOIN marks m ON s.student_id = m.student_id GROUP BY s.student_id, s.first_name, s.last_name HAVING MIN(m.external_marks) > 70;"
"Find students who have enrolled in both 'Physics' and 'Chemistry' courses","SELECT DISTINCT s.* FROM student s JOIN enrollment e1 ON s.student_id = e1.student_id JOIN course c1 ON e1.course_id = c1.course_id JOIN enrollment e2 ON s.student_id = e2.student_id JOIN course c2 ON e2.course_id = c2.course_id WHERE c1.course_name = 'Physics' AND c2.course_name = 'Chemistry';"
